Name,Url,Country,Date Created,Keywords,Time Range (Months),Alexa Rank,Alexa Rank Change,Monthly Traffic,Monthly Traffic Change,Average Item Price ($),Conversion Rate,Sales Estimate
"Don't Tread on Me, Patriotic & Second Amendment T-Shirts & Clothing | Sons of Liberty Tees",https://www.sonsoflibertytees.com,,,sonsoflibertytees.com,3,2373529,,75000.0,%,32.95,0.02,1500.0
